source,language,article_id,url,title,extracted_at,climate_max_sim,climate_best_keyword,health_max_sim,health_best_keyword,climate_threshold,health_threshold,category
aftonbladet_se,Swedish,6407,https://www.aftonbladet.se/tagg/luis-suarez,Luis Suarez,2026-03-08 18:23:45,0.6130,heatwave,0.6230,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,6428,https://www.aftonbladet.se/tagg/lucia,Lucia,2026-03-08 18:24:11,0.5739,heatwave,0.6209,casualties,0.60,0.62,health
aftonbladet_se,Swedish,6434,https://www.aftonbladet.se/tagg/lovisa-worge,Lovisa Worge,2026-03-08 18:24:19,0.6209,heatwave,0.6251,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,6453,https://www.aftonbladet.se/tagg/lotto,Lotto,2026-03-08 18:24:44,0.5908,heatwave,0.6220,casualties,0.60,0.62,health
aftonbladet_se,Swedish,6496,https://www.aftonbladet.se/tagg/ljusdal,Ljusdal,2026-03-08 18:25:37,0.5923,heatwave,0.6280,casualties,0.60,0.62,health
aftonbladet_se,Swedish,6499,https://www.aftonbladet.se/tagg/ljungsbro,Ljungsbro,2026-03-08 18:25:41,0.5597,heatwave,0.6229,deaths,0.60,0.62,health
aftonbladet_se,Swedish,6553,https://www.aftonbladet.se/tagg/linus-ullmark,Linus Ullmark,2026-03-08 18:26:49,0.6323,heatwave,0.6277,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,6598,https://www.aftonbladet.se/tagg/pryltester,Pryltester,2026-03-08 18:27:50,0.6372,heatwave,0.6357,measles,0.60,0.62,climate+health
aftonbladet_se,Swedish,6632,https://www.aftonbladet.se/tagg/prince,Prince,2026-03-08 18:28:31,0.6030,heatwave,0.5892,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,6633,https://www.aftonbladet.se/tagg/pride,Pride,2026-03-08 18:28:32,0.6131,heatwave,0.6440,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,6647,https://www.aftonbladet.se/tagg/powerplay,Powerplay,2026-03-08 18:28:50,0.6015,extreme event,0.5979,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,6678,https://www.aftonbladet.se/tagg/politik-tagg,Politik,2026-03-08 18:29:29,0.6180,heatwave,0.6760,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,6679,https://www.aftonbladet.se/tagg/polisregion-vast,Polisregion Väst,2026-03-08 18:29:30,0.6009,heatwave,0.6189,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,6735,https://www.aftonbladet.se/tagg/phuket,Phuket,2026-03-08 18:30:41,0.6041,heatwave,0.6101,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,6806,https://www.aftonbladet.se/tagg/pete-hegseth,Pete Hegseth,2026-03-08 18:32:11,0.6146,heatwave,0.6244,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,6816,https://www.aftonbladet.se/tagg/personlig-assistans,Personlig assistans,2026-03-08 18:32:25,0.5659,heatwave,0.6303,undernourishment,0.60,0.62,health
aftonbladet_se,Swedish,6834,https://www.aftonbladet.se/tagg/permafrost,Permafrost,2026-03-08 18:32:48,0.6096,variable climates,0.5920,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,6850,https://www.aftonbladet.se/tagg/per-bjurman,Per Bjurman,2026-03-08 18:33:08,0.6367,extreme event,0.6366,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,6932,https://www.aftonbladet.se/tagg/patrick-schwarzenegger,Patrick Schwarzenegger,2026-03-08 18:34:49,0.6309,heatwave,0.6398,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,6978,https://www.aftonbladet.se/tagg/paolo-macchiarini,Paolo Macchiarini,2026-03-08 18:35:46,0.5888,heatwave,0.6286,casualties,0.60,0.62,health
aftonbladet_se,Swedish,7008,https://www.aftonbladet.se/tagg/oxycontin,Oxycontin,2026-03-08 18:36:24,0.5596,heatwave,0.6333,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7089,https://www.aftonbladet.se/tagg/ormar,Ormar,2026-03-08 18:38:10,0.6164,heatwave,0.6371,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7093,https://www.aftonbladet.se/tagg/orkan,Orkan,2026-03-08 18:38:14,0.6194,heatwave,0.6267,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7104,https://www.aftonbladet.se/tagg/oregon,Oregon,2026-03-08 18:38:28,0.6092,heatwave,0.6334,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7117,https://www.aftonbladet.se/tagg/operation-rimfrost,Operation Rimfrost,2026-03-08 18:38:46,0.6312,heatwave,0.6518,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7126,https://www.aftonbladet.se/tagg/only-murders-in-the-building,Only murders in the building,2026-03-08 18:38:56,0.5511,heatwave,0.6256,casualties,0.60,0.62,health
aftonbladet_se,Swedish,7154,https://www.aftonbladet.se/tagg/olle-jonsson,Olle Jönsson,2026-03-08 18:39:34,0.6023,heatwave,0.6218,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7162,https://www.aftonbladet.se/tagg/olivia-j-berntsson,Olivia J Berntsson,2026-03-08 18:39:46,0.6267,heatwave,0.6558,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7195,https://www.aftonbladet.se/tagg/odessa,Odessa,2026-03-08 18:40:30,0.5562,heatwave,0.6229,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7208,https://www.aftonbladet.se/tagg/nyval-extra-val,Extraval,2026-03-08 18:40:46,0.6027,extreme event,0.6035,west nile virus,0.60,0.62,climate
aftonbladet_se,Swedish,7222,https://www.aftonbladet.se/tagg/nyfors,Nyfors,2026-03-08 18:41:04,0.6037,heatwave,0.6394,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7299,https://www.aftonbladet.se/tagg/nomi-tales,Nomi Tales,2026-03-08 18:42:43,0.6309,heatwave,0.6497,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7300,https://www.aftonbladet.se/tagg/noll2,Noll2,2026-03-08 18:42:45,0.6341,heatwave,0.6469,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7315,https://www.aftonbladet.se/tagg/noa-nationella-operativa-avdelningen,"Noa, Nationella operativa avdelningen",2026-03-08 18:43:01,0.6177,heatwave,0.6395,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,7367,https://www.aftonbladet.se/tagg/niger,Niger,2026-03-08 18:44:05,0.5866,heatwave,0.6439,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,7374,https://www.aftonbladet.se/tagg/nicole-falciani,Nicole Falciani,2026-03-08 18:44:13,0.6042,heatwave,0.6372,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,7394,https://www.aftonbladet.se/tagg/nicki-minaj,Nicki Minaj,2026-03-08 18:44:38,0.5906,heatwave,0.6436,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,7396,https://www.aftonbladet.se/tagg/nick-cave,Nick Cave,2026-03-08 18:44:41,0.6007,heatwave,0.6155,hunger,0.60,0.62,climate
aftonbladet_se,Swedish,7422,https://www.aftonbladet.se/tagg/nervgifter,Nervgifter,2026-03-08 18:45:18,0.5933,carbon dioxide,0.6350,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7448,https://www.aftonbladet.se/tagg/natur-kultur,Natur & Kultur,2026-03-08 18:45:52,0.6358,heatwave,0.6316,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7451,https://www.aftonbladet.se/tagg/nature,Nature,2026-03-08 18:45:55,0.6307,heatwave,0.6391,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7461,https://www.aftonbladet.se/tagg/nationalekonomi,Nationalekonomi,2026-03-08 18:46:08,0.6054,heatwave,0.6400,undernourishment,0.60,0.62,climate+health
aftonbladet_se,Swedish,7462,https://www.aftonbladet.se/tagg/nathat,Näthat,2026-03-08 18:46:09,0.5667,heatwave,0.6250,undernourishment,0.60,0.62,health
aftonbladet_se,Swedish,7467,https://www.aftonbladet.se/tagg/natalia-kazmierska,Natalia Kazmierska,2026-03-08 18:46:15,0.5943,heatwave,0.6300,casualties,0.60,0.62,health
aftonbladet_se,Swedish,7481,https://www.aftonbladet.se/tagg/narendra-modi,Narendra Modi,2026-03-08 18:46:35,0.5856,heatwave,0.6351,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7495,https://www.aftonbladet.se/tagg/najah-al-shammari,Najah al-Shammari,2026-03-08 18:46:53,0.5823,heatwave,0.6263,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,7610,https://www.aftonbladet.se/tagg/sjukvard,Sjukvård,2026-03-08 18:49:15,0.5653,climate crisis,0.6465,illnesses,0.60,0.62,health
aftonbladet_se,Swedish,7616,https://www.aftonbladet.se/tagg/sjofart,Sjöfart,2026-03-08 18:49:23,0.6041,heatwave,0.6223,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7680,https://www.aftonbladet.se/tagg/sickla,Sickla,2026-03-08 18:50:46,0.6192,heatwave,0.6615,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7690,https://www.aftonbladet.se/tagg/shinzo-abe,Shinzo Abe,2026-03-08 18:51:00,0.5785,heatwave,0.6385,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7727,https://www.aftonbladet.se/tagg/seriemordare,Seriemördare,2026-03-08 18:51:45,0.5584,heatwave,0.6647,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7736,https://www.aftonbladet.se/tagg/sergels-torg,Sergels torg,2026-03-08 18:51:54,0.6098,heatwave,0.6182,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,7741,https://www.aftonbladet.se/tagg/sergej-lavrov,Sergej Lavrov,2026-03-08 18:52:00,0.6193,heatwave,0.6245,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7745,https://www.aftonbladet.se/tagg/sepsis,Sepsis,2026-03-08 18:52:06,0.6050,heatwave,0.6538,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7747,https://www.aftonbladet.se/tagg/seoul,Seoul,2026-03-08 18:52:09,0.5650,climate emergencies,0.6253,deaths,0.60,0.62,health
aftonbladet_se,Swedish,7765,https://www.aftonbladet.se/tagg/securitas,Securitas,2026-03-08 18:52:33,0.6042,heatwave,0.6415,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7812,https://www.aftonbladet.se/tagg/sci-fi,Sci-fi,2026-03-08 18:53:30,0.6179,heatwave,0.6074,west nile virus,0.60,0.62,climate
aftonbladet_se,Swedish,7817,https://www.aftonbladet.se/tagg/schweiz,Schweiz,2026-03-08 18:53:36,0.6292,heatwave,0.6218,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,7820,https://www.aftonbladet.se/tagg/schengen,Schengen,2026-03-08 18:53:40,0.5856,heatwave,0.6314,undernourishment,0.60,0.62,health
aftonbladet_se,Swedish,7829,https://www.aftonbladet.se/tagg/scandinavium,Scandinavium,2026-03-08 18:53:53,0.6166,heatwave,0.6236,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7841,https://www.aftonbladet.se/tagg/saudiarabien,Saudiarabien,2026-03-08 18:54:09,0.5941,heatwave,0.6240,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,7843,https://www.aftonbladet.se/tagg/satudarah-mc,Satudarah MC,2026-03-08 18:54:12,0.6014,heatwave,0.6273,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,7869,https://www.aftonbladet.se/tagg/sao-paulo,São Paulo,2026-03-08 18:54:47,0.6052,heatwave,0.6209,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7884,https://www.aftonbladet.se/tagg/san-francisco,San Francisco,2026-03-08 18:55:04,0.6035,extreme event,0.6428,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,7934,https://www.aftonbladet.se/tagg/salma-hayek,Salma Hayek,2026-03-08 18:56:06,0.6042,heatwave,0.6097,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,7945,https://www.aftonbladet.se/tagg/sahara,Sahara,2026-03-08 18:56:20,0.6088,heatwave,0.5979,hunger,0.60,0.62,climate
aftonbladet_se,Swedish,7965,https://www.aftonbladet.se/tagg/rysslands-invasion-av-ukraina,Rysslands invasion av Ukraina,2026-03-08 18:56:45,0.5838,heatwave,0.6267,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,7986,https://www.aftonbladet.se/tagg/rwanda,Rwanda,2026-03-08 18:57:12,0.6106,heatwave,0.6719,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,8000,https://www.aftonbladet.se/tagg/rs-virus,RS-virus,2026-03-08 18:57:28,0.5878,heatwave,0.6429,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,8003,https://www.aftonbladet.se/tagg/roy-hodgson,Roy Hodgson,2026-03-08 18:57:30,0.6016,heatwave,0.6087,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,8124,https://www.aftonbladet.se/tagg/robert-hannah,Robert Hannah,2026-03-08 19:00:01,0.6132,heatwave,0.6617,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8152,https://www.aftonbladet.se/tagg/rio-de-janeiro,Rio de Janeiro,2026-03-08 19:00:34,0.5694,heatwave,0.6342,deaths,0.60,0.62,health
aftonbladet_se,Swedish,8153,https://www.aftonbladet.se/tagg/rinkeby,Rinkeby,2026-03-08 19:00:35,0.5986,heatwave,0.6206,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,8173,https://www.aftonbladet.se/tagg/rikard-grip,Rikard Grip,2026-03-08 19:00:59,0.6011,heatwave,0.5913,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,8212,https://www.aftonbladet.se/tagg/reumatism,Reumatism,2026-03-08 19:01:48,0.6004,heatwave,0.6244,diseases,0.60,0.62,climate+health
aftonbladet_se,Swedish,8225,https://www.aftonbladet.se/tagg/resa-ukraina,Resa | Ukraina,2026-03-08 19:02:04,0.6028,heatwave,0.6232,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8228,https://www.aftonbladet.se/tagg/resa-tunisien,Resa | Tunisien,2026-03-08 19:02:08,0.5999,heatwave,0.6201,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8237,https://www.aftonbladet.se/tagg/resa-sydkorea,Resa | Sydkorea,2026-03-08 19:02:19,0.5984,heatwave,0.6206,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8278,https://www.aftonbladet.se/tagg/resa-mauritius,Resa | Mauritius,2026-03-08 19:03:12,0.5931,extreme event,0.6226,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8290,https://www.aftonbladet.se/tagg/resa-laos,Resa | Laos,2026-03-08 19:03:28,0.5982,heatwave,0.6272,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8291,https://www.aftonbladet.se/tagg/resa-kuba,Resa | Kuba,2026-03-08 19:03:29,0.5996,heatwave,0.6265,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8295,https://www.aftonbladet.se/tagg/resa-kenya,Resa | Kenya,2026-03-08 19:03:34,0.5999,heatwave,0.6257,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8300,https://www.aftonbladet.se/tagg/resa-kambodja,Resa | Kambodja,2026-03-08 19:03:40,0.5908,heatwave,0.6228,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8303,https://www.aftonbladet.se/tagg/resa-jamaica,Resa | Jamaica,2026-03-08 19:03:43,0.6072,heatwave,0.6329,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8317,https://www.aftonbladet.se/tagg/resa-flyg,Resa | Flyg,2026-03-08 19:04:00,0.6228,heatwave,0.6440,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8331,https://www.aftonbladet.se/tagg/resa-costa-rica,Resa | Costa Rica,2026-03-08 19:04:17,0.6031,heatwave,0.6363,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8339,https://www.aftonbladet.se/tagg/resa-botswana,Resa | Botswana,2026-03-08 19:04:28,0.6057,heatwave,0.6285,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8342,https://www.aftonbladet.se/tagg/resa-belize,Resa | Belize,2026-03-08 19:04:31,0.6016,heatwave,0.6274,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8371,https://www.aftonbladet.se/tagg/renaida-braun,Renaida Braun,2026-03-08 19:05:06,0.6096,heatwave,0.6107,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,8382,https://www.aftonbladet.se/tagg/region-vastmanland,Region Västmanland,2026-03-08 19:05:19,0.5787,heatwave,0.6324,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,8384,https://www.aftonbladet.se/tagg/region-uppsala,Region Uppsala,2026-03-08 19:05:22,0.5984,heatwave,0.6360,west nile virus,0.60,0.62,health
aftonbladet_se,Swedish,8414,https://www.aftonbladet.se/tagg/rebecca-stella,Rebecca Stella,2026-03-08 19:05:59,0.6102,heatwave,0.6227,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8425,https://www.aftonbladet.se/tagg/real-housewives,Real housewives,2026-03-08 19:06:12,0.5770,heatwave,0.6268,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8441,https://www.aftonbladet.se/tagg/rattfylleri,Rattfylleri,2026-03-08 19:06:31,0.6020,heatwave,0.6205,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,8447,https://www.aftonbladet.se/tagg/rasmus-hojlund,Rasmus Höjlund,2026-03-08 19:06:39,0.6017,heatwave,0.6164,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,8522,https://www.aftonbladet.se/tagg/twitter,X (tidigare Twitter),2026-03-08 19:08:14,0.5994,heatwave,0.6245,hunger,0.60,0.62,health
aftonbladet_se,Swedish,8534,https://www.aftonbladet.se/tagg/tvillingar,Tvillingar,2026-03-08 19:08:29,0.5789,heatwave,0.6531,deaths,0.60,0.62,health
aftonbladet_se,Swedish,8614,https://www.aftonbladet.se/tagg/trafficking,Trafficking,2026-03-08 19:10:16,0.6154,heatwave,0.6608,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,8639,https://www.aftonbladet.se/tagg/tornador,Tornador,2026-03-08 19:10:47,0.6183,heatwave,0.6350,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,8643,https://www.aftonbladet.se/tagg/tories,Tories,2026-03-08 19:10:52,0.6029,heatwave,0.6157,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,8699,https://www.aftonbladet.se/tagg/tomas-tobe,Tomas Tobé,2026-03-08 19:12:02,0.5932,heatwave,0.6315,casualties,0.60,0.62,health
aftonbladet_se,Swedish,8761,https://www.aftonbladet.se/tagg/time-magazine,Time Magazine,2026-03-08 19:13:21,0.6212,heatwave,0.6230,hunger,0.60,0.62,climate+health
aftonbladet_se,Swedish,8796,https://www.aftonbladet.se/tagg/thomas-quick-sture-bergwall,Thomas Quick / Sture Bergwall,2026-03-08 19:14:04,0.6099,heatwave,0.6088,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,8819,https://www.aftonbladet.se/tagg/the-white-lotus-tv-serie,The White Lotus (TV-serie),2026-03-08 19:14:31,0.6337,heatwave,0.6414,west nile virus,0.60,0.62,climate+health
aftonbladet_se,Swedish,8822,https://www.aftonbladet.se/tagg/the-wannadies,The Wannadies,2026-03-08 19:14:35,0.6020,heatwave,0.5989,hunger,0.60,0.62,climate
aftonbladet_se,Swedish,8926,https://www.aftonbladet.se/tagg/tarik-elyounoussi,Tarik Elyounoussi,2026-03-08 19:16:50,0.5646,heatwave,0.6306,deaths,0.60,0.62,health
aftonbladet_se,Swedish,8967,https://www.aftonbladet.se/tagg/sydsudan,Sydsudan,2026-03-08 19:17:40,0.5890,heatwave,0.6303,deaths,0.60,0.62,health
aftonbladet_se,Swedish,8974,https://www.aftonbladet.se/tagg/swift,Swift,2026-03-08 19:17:49,0.6606,heatwave,0.6538,undernourishment,0.60,0.62,climate+health
aftonbladet_se,Swedish,8992,https://www.aftonbladet.se/tagg/svetlana-tichanovskaja,Svetlana Tichanovskaja,2026-03-08 19:18:12,0.6161,heatwave,0.6439,chikungunya,0.60,0.62,climate+health
aftonbladet_se,Swedish,9068,https://www.aftonbladet.se/tagg/svalbard,Svalbard,2026-03-08 19:19:46,0.6047,heatwave,0.6119,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9080,https://www.aftonbladet.se/tagg/susan-boyle,Susan Boyle,2026-03-08 19:20:02,0.5963,heatwave,0.6230,hunger,0.60,0.62,health
aftonbladet_se,Swedish,9109,https://www.aftonbladet.se/tagg/suicide-zero,Suicide Zero,2026-03-08 19:20:38,0.5605,climate crisis,0.6458,deaths,0.60,0.62,health
aftonbladet_se,Swedish,9122,https://www.aftonbladet.se/tagg/studentfirande,Studentfirande,2026-03-08 19:20:54,0.6025,heatwave,0.6301,casualties,0.60,0.62,climate+health
aftonbladet_se,Swedish,9135,https://www.aftonbladet.se/tagg/strawberry-arena,Strawberry arena,2026-03-08 19:21:08,0.6066,heatwave,0.6018,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9147,https://www.aftonbladet.se/tagg/storstockholm,Storstockholm,2026-03-08 19:21:23,0.6040,heatwave,0.5915,deaths,0.60,0.62,climate
aftonbladet_se,Swedish,9151,https://www.aftonbladet.se/tagg/stormy-daniels-stephanie-clifford,”Stormy Daniels” Stephanie Clifford,2026-03-08 19:21:29,0.6188,heatwave,0.6073,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9257,https://www.aftonbladet.se/tagg/staffanstorp,Staffanstorp,2026-03-08 19:23:38,0.6131,heatwave,0.6297,deaths,0.60,0.62,climate+health
aftonbladet_se,Swedish,9284,https://www.aftonbladet.se/tagg/sportprogram,Sportprogram,2026-03-08 19:24:12,0.6158,extreme event,0.6086,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9292,https://www.aftonbladet.se/tagg/sportbladet-chatt,Sportbladet chatt,2026-03-08 19:24:22,0.5903,extreme event,0.6231,undernourishment,0.60,0.62,health
aftonbladet_se,Swedish,9305,https://www.aftonbladet.se/tagg/spelmissbruk,Spelmissbruk,2026-03-08 19:24:37,0.5735,heatwave,0.6431,casualties,0.60,0.62,health
aftonbladet_se,Swedish,9344,https://www.aftonbladet.se/tagg/sophantering,Sophantering,2026-03-08 19:25:31,0.5990,heatwave,0.6342,casualties,0.60,0.62,health
aftonbladet_se,Swedish,9349,https://www.aftonbladet.se/tagg/sommarplaga,Sommarplåga,2026-03-08 19:25:38,0.6145,heatwave,0.6080,hunger,0.60,0.62,climate
aftonbladet_se,Swedish,9350,https://www.aftonbladet.se/tagg/sommar-os-2024,Sommar-OS 2024,2026-03-08 19:25:39,0.6145,heatwave,0.5796,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9351,https://www.aftonbladet.se/tagg/sommar-os-2020,Sommar-OS 2021,2026-03-08 19:25:40,0.6086,heatwave,0.5845,casualties,0.60,0.62,climate
aftonbladet_se,Swedish,9354,https://www.aftonbladet.se/tagg/sommarjobb,Sommarjobb,2026-03-08 19:25:44,0.6009,heatwave,0.5710,undernourishment,0.60,0.62,climate
aftonbladet_se,Swedish,9355,https://www.aftonbladet.se/tagg/sommar-i-p1,Sommar i P1,2026-03-08 19:25:46,0.6250,heatwave,0.6050,hunger,0.60,0.62,climate
aftonbladet_se,Swedish,9396,https://www.aftonbladet.se/tagg/sofia,Sofia,2026-03-08 19:26:38,0.6257,heatwave,0.6637,casualties,0.60,0.62,climate+health
